SampleNo,Subject,UtteranceNo,TrueClass,feature_value_0,feature_value_1,feature_value_2,feature_value_3,feature_value_4,feature_value_5,feature_value_6,feature_value_7,feature_value_8,feature_value_9,feature_value_10,feature_value_11,feature_value_12,feature_value_13,feature_value_14,feature_value_15,feature_value_16,feature_value_17,feature_value_18,feature_value_19,feature_value_20,feature_value_21,feature_value_22,feature_value_23,feature_value_24,feature_value_25,feature_value_26,feature_value_27,feature_value_28,feature_value_29,feature_value_30,feature_value_31,feature_value_32,feature_value_33,feature_value_34,feature_value_35,feature_value_36,feature_value_37,feature_value_38,feature_value_39,feature_value_40,feature_value_41,feature_value_42,feature_value_43,feature_value_44,feature_value_45,feature_value_46,feature_value_47,feature_value_48,feature_value_49,feature_value_50,feature_value_51,feature_value_52,feature_value_53,feature_value_54,feature_value_55,feature_value_56,feature_value_57,feature_value_58,feature_value_59,feature_value_60,feature_value_61,feature_value_62,feature_value_63,feature_value_64,feature_value_65,feature_value_66,feature_value_67,feature_value_68,feature_value_69,feature_value_70,feature_value_71,feature_value_72,feature_value_73,feature_value_74,feature_value_75,feature_value_76,feature_value_77,feature_value_78,feature_value_79,feature_value_80,feature_value_81,feature_value_82,feature_value_83,feature_value_84,feature_value_85,feature_value_86,feature_value_87,feature_value_88,feature_value_89,feature_value_90,feature_value_91,feature_value_92,feature_value_93,feature_value_94,feature_value_95,feature_value_96,feature_value_97,feature_value_98,feature_value_99,feature_value_100,feature_value_101,feature_value_102,feature_value_103,feature_value_104,feature_value_105,feature_value_106,feature_value_107,feature_value_108,feature_value_109,feature_value_110,feature_value_111,feature_value_112,feature_value_113,feature_value_114,feature_value_115,feature_value_116,feature_value_117,feature_value_118,feature_value_119,feature_value_120,feature_value_121,feature_value_122,feature_value_123,feature_value_124,feature_value_125,feature_value_126,feature_value_127,mean_feature
1.0,1.0,1.0,0,0.819594767648619,0.7658089711413684,0.6687916167250938,0.5782175734548299,0.3984001443696714,0.4968308656317816,0.22816669979851784,0.45124278755366737,0.3599869871989407,0.512554936775595,0.51085413415263,0.5921800435516003,0.49266948859642673,0.7957418752505179,0.5394943947798532,0.568118248327808,0.5675534126812329,0.23806766443024047,0.719936945606165,0.34458532236147793,0.6194631026410711,0.4319853792448987,0.5669850636715713,0.4831369352617252,0.543425975950728,0.6438095606958625,0.14210078943646312,0.4428338451652696,0.5324623504478656,0.5722312722494404,0.2291375324254757,0.620178008527364,0.2241020342656972,0.5292689218039576,0.40782955308296515,0.6298358617757713,0.31609943960537423,0.7917065201923176,0.7085844732786463,0.1579747741195849,0.4232272406278348,0.43458142140091977,0.49127452086610746,0.1875000027711567,0.4411460864542733,0.09656826196138485,0.311421643033715,0.38649502106508504,0.47528991340908255,0.04674206081104597,0.3779654355108009,0.3942054197817367,0.1802172040650191,0.42617907588621523,0.374863458349534,0.3786572256548649,0.2250441287714506,0.5482716641943187,0.14630830108200804,0.5398672766861417,0.495759671310086,0.711311122523503,0.561108214308024,0.6436685886504281,0.9423459926180462,0.24428275506287686,0.36853289079735296,0.3504234631038045,0.41307165117102324,0.46376686724340926,0.6610933767568972,0.19740118589241137,0.48712230349291963,0.638962374111869,0.41034883831352365,0.3527981054559607,0.5992447868062251,0.7711793799509734,0.19534820934951297,0.4364214151704431,0.4744714415385055,0.5679993790284146,0.39474233414964305,0.6172261978516573,0.12581783326372611,0.5340401757622861,0.586962926763429,0.5225016422466418,0.4157501252792014,0.7342077606495729,0.7298882535424669,0.15006630032326929,0.45938443140655094,0.46853029741343544,0.6030643611542155,0.2537295383203594,0.5695545299439203,0.20489419842733725,0.33892252723589156,0.3513908801409455,0.773032493477323,0.45282092038338123,0.6517320953841279,0.6703553802657806,0.11548154153954873,0.41535716423365504,0.54557783593679,0.6636202874965985,0.1484950810700559,0.5981585091374477,0.10495456539028696,0.44447588583793207,0.4482952948640586,0.5717052534756923,0.332349763954877,0.622665611527217,0.7179352682627634,0.1085464428440415,0.4584049143345714,0.533808770213639,0.6279473599713089,0.16787367984131363,0.7158906805248612,0.20494049660073407,0.5512571849256611,0.4083904997557995,0.587906136253766,0.4693836572836757,0.4631755682623317
2.0,1.0,2.0,0,0.821084439263752,0.7653834528872877,0.662350320010049,0.5329720517857686,0.3949527840015624,0.631103546310625,0.2456338086602997,0.3961752535392837,0.3163116301640572,0.480800373476648,0.5053095854757275,0.5385532129492422,0.4142773932277877,0.8025454551641591,0.5451730979128974,0.6201609813609894,0.6311217424323384,0.23307463837934797,0.6277574391401651,0.2093637028333078,0.5313153842701374,0.3726121960860626,0.5784138763408914,0.4878614393798069,0.3406430173489337,0.44620903023816083,0.16593262892345975,0.506565285814964,0.6349671654401531,0.6554352691806423,0.22858144497417432,0.6484690918215531,0.2830953242410541,0.5914705932973234,0.38921446544123134,0.6486720280935302,0.342838410501807,0.6828798342413334,0.6101177038000278,0.14399396941382037,0.5303181173076194,0.5246924252674353,0.5484118091066258,0.1790839336801763,0.5543272137859067,0.2246495897564762,0.48088924909697467,0.3445531605685561,0.45570588959362607,0.27855609466881215,0.4564779237291819,0.7054044107480201,0.1426632490366157,0.49765228646817367,0.5582481330257608,0.5993830498034035,0.23394200092676493,0.5694125985853742,0.14313680459002254,0.4932412840958264,0.36860569430371226,0.6558294602296764,0.3129549079231817,0.4065587980530616,0.5506913222079503,0.16644640914844763,0.48340844070842237,0.5468418706687461,0.5963879298120044,0.2563736511695665,0.5916687878358209,0.20499304878229418,0.4313806058391038,0.38819316372931484,0.49689734995472606,0.4143280571241432,0.5630687998224329,0.6158527353426299,0.15973417155472278,0.47440231272039834,0.5418190792837895,0.5861459728181109,0.17592115584822623,0.6077526217513582,0.13344388284528827,0.49748043259092517,0.42259105341117054,0.6150518386485888,0.4829409279887401,0.7955345601163821,0.879199759058392,0.13229004287388169,0.41260147397662605,0.4578205711990005,0.6514756313477672,0.2998765705378258,0.5729265651572673,0.1868235956718422,0.3895326638700195,0.3562535805911306,0.6455046925204313,0.26026097842681467,0.5650978392970336,0.58859419786813,0.1344911108992554,0.37155883838671333,0.5113516554611823,0.6169182139047114,0.16927590600266168,0.6788288266964854,0.07236309262843008,0.3704348811713095,0.4828631851813756,0.6499369901014822,0.3813135002814017,0.6269998200691073,0.7739615849745598,0.11972845220749452,0.4307105686878642,0.5159619533071135,0.6448523929378669,0.18708142182005552,0.6092188848212389,0.10650322890076849,0.3515059171711277,0.3543037437462413,0.5433929486464338,0.29260350072873686,0.45407703214865963
3.0,1.0,3.0,0,0.8313376059196647,0.7281942894981324,0.5330283793942623,0.4678302469775435,0.5154772844891491,0.40495426297047976,0.10085737327220982,0.3364609798045428,0.462316097973354,0.4304284321625523,0.4411690543105273,0.5759504606903927,0.4044571506378937,0.8252162535521678,0.5047649238470442,0.4698076541634504,0.443479882838486,0.49333870761238013,0.5693948255447806,0.0,0.27234611864283276,0.5978100541299196,0.34141869839076144,0.4255233474487275,0.6003633274378405,0.7731770115908805,0.20255541264411975,0.4559858302780505,0.49907132523916503,0.46398770771409736,0.3559323044805973,0.5874065227284112,0.10323742981728774,0.42534058983230005,0.6517967361672611,0.6611013501214805,0.29688213399734853,0.8222851270794853,0.7730577724106109,0.16737023188690467,0.4551687501986391,0.47786048375901136,0.53010680791099,0.34721052569769867,0.537013083834024,0.028191534137439973,0.3908519683841877,0.5731101896067174,0.4734002999559513,0.17126822215524448,0.5110981580630741,0.672681886394199,0.1399461129621399,0.47327685222413435,0.500938712502652,0.5562669432052213,0.3331373773486807,0.6454879921535279,0.15469226036397785,0.5836219112099026,0.5311575670886182,0.6561295596944577,0.42792011855132617,0.8121902137088756,0.824421790206858,0.1969889761234977,0.4218439388957334,0.4384274250579755,0.5279976361273301,0.4516376954112616,0.647518379807434,0.1667768217570074,0.4109891372668245,0.5320333672306752,0.4693074111401615,0.4186255014761639,0.632258685163966,0.6062828298103222,0.1355880488334113,0.4527925209680046,0.560083656136519,0.5759587224289918,0.11731305905784659,0.677137629291002,0.13179895610021747,0.45477233693636804,0.32116737518487465,0.559282777760828,0.4591667905898961,0.7051754576747692,0.6900084353480372,0.11218661437155449,0.4034062278834471,0.4502691788435012,0.6724296801174063,0.2956343279949499,0.5343078126101968,0.19577100553769416,0.4689567083739683,0.3787028927642408,0.7038728856530425,0.4035695572627453,0.6132352048155638,0.569514821125234,0.11762306411761093,0.44053813309865986,0.5431727431564338,0.6381641753614259,0.1681106718285628,0.726365472186735,0.15017272514444321,0.4067218861988858,0.399746928687,0.5732971354329256,0.3472288976954576,0.454157079947473,0.4492399246335209,0.08252485815608107,0.3943746990419294,0.5113216256502504,0.627146969568539,0.11308933073660296,0.6678183089151666,0.21240768720368877,0.5639501923173142,0.4175957380806771,0.6610265429144957,0.4088280120164943,0.4567162149221693
4.0,1.0,4.0,1,0.8142072406476129,0.7346478222182262,0.6431833514136629,0.5701383330018559,0.39642990236136155,0.538529311133328,0.25509490219916997,0.49718834458613664,0.40600774666981804,0.5902772390197706,0.5249298498892312,0.6435368857473609,0.5734959616998979,0.7970813510459339,0.500346565739039,0.5331244686595479,0.5432426481642633,0.28252058838193084,0.6678649633506303,0.15033986782035846,0.34827274169276273,0.32744597519947427,0.4630418642313174,0.4726776934157071,0.641499282389251,0.7378614357962857,0.16444467533629878,0.5012068898344726,0.5779202119450704,0.6429995291673111,0.40888970037054695,0.7362085727016225,0.2794782897573517,0.5423279505949069,0.5321383390198804,0.7601186047357619,0.39482042118233757,0.6925680487988972,0.7139157821054449,0.16792114181517437,0.5048930848326428,0.543455335220301,0.6148260064036737,0.3784064290496886,0.6758003290140526,0.14898819103559577,0.4039367429316162,0.5410423446488318,0.6213544500935858,0.22457728035157978,0.571814611624811,0.6472496222095371,0.15987762578446402,0.4718918927159429,0.4739370468681129,0.5876228371984864,0.4439246717454226,0.7135932988117143,0.13379538527712415,0.47057604144201587,0.36012704885443986,0.4655841504654575,0.3616086625245126,0.5974292815474667,0.6275774454014548,0.1870441705720007,0.4070520955143434,0.40133637403060984,0.4832030387130133,0.4528749491679168,0.6869067692840537,0.23661833149038577,0.4868852581254683,0.6185754561585578,0.4674985537400606,0.28124482486819,0.5597855829817991,0.6484283144236248,0.2198903306966862,0.5059547992012682,0.4602386058791695,0.5039329935738471,0.39495983167333254,0.709176826831655,0.19783177898935642,0.5155700720690417,0.5144768082778814,0.4036532284952487,0.3596044165051623,0.6695207430641489,0.7097212910811398,0.24278372530762202,0.44761310450109537,0.38992656538464154,0.5104590365392512,0.4716080920680768,0.5291858283409252,0.16922526579392183,0.37018619136287495,0.6220365126729026,0.6573287373445975,0.3562032187443487,0.6757296954000936,0.7294094099561477,0.2012514607166055,0.38800991236926635,0.4273073697507102,0.5045833764153534,0.28169154697331766,0.6134093929554401,0.11996948887230818,0.4618311845347917,0.616028788614128,0.5231661817324209,0.4046649001871444,0.7317384446800491,0.7455673707218885,0.20817045251448768,0.4947852631979685,0.46553134867359414,0.5314318198894753,0.23994152742466085,0.5482357213228596,0.08036829284966712,0.33895615282217323,0.489884200960777,0.5741715484374735,0.4432040122603261,0.47812042888744444
5.0,1.0,5.0,0,0.8248243208233508,0.7648120625455611,0.695270044779116,0.5928519593670715,0.42258471798851577,0.6024902923322157,0.24051036930842726,0.520152481886113,0.5333351400748861,0.6450746228924704,0.45245034202916457,0.5608319712949149,0.44193752713561707,0.7938749939402813,0.4997168926968119,0.5432818468699665,0.545256084354107,0.23584869357180452,0.7613025875549297,0.26792911306559836,0.4812025209302431,0.3440520928055987,0.5816166944432051,0.5727021630851501,0.5436545146028141,0.5790584753122903,0.15916111344041084,0.5031614208115587,0.5936681577755997,0.612582353995303,0.2891036172441293,0.7094636086903896,0.21206102273500868,0.49803505998452674,0.43274721272129085,0.7254011371312917,0.38923194009763096,0.5831861099946751,0.6916821504709839,0.13685630414430283,0.513406218881143,0.5408438391829095,0.6069560408183549,0.23591742777345942,0.611534081269547,0.14773019975545668,0.5155776970219504,0.4181150365982375,0.5607242545076399,0.5108582691655243,0.7017262242175407,0.7277124667325848,0.10663930369390313,0.4817704341586745,0.5604872078758333,0.6286508087701523,0.26423914227720807,0.6640162895197577,0.16281243263954004,0.5574446668824188,0.42225133260234854,0.68771980250437,0.34127678074525564,0.5612373038357594,0.6042304376954253,0.132948601865139,0.42482203170203603,0.5150365354879074,0.6267761508903847,0.3207085498128647,0.6475437806001525,0.17289987929014786,0.4499462232105408,0.4310741934628105,0.5751436224447724,0.4914949517671716,0.5895885832525652,0.5392258086096787,0.10989544378462127,0.4507023976521583,0.5426281294402686,0.6289561364524011,0.2414836231841485,0.8224896182007577,0.27942462312770533,0.6141947319410258,0.45386168194628834,0.6474408042882912,0.4139010614548672,0.6472914022373527,0.6828869576897247,0.14059038790797324,0.44047408531474114,0.4932280511457676,0.6616836830419107,0.2581122408549952,0.6443028870931539,0.3166238465472137,0.5176695921162678,0.4622150834960304,0.8380847341167451,0.43012074710063913,0.7126358047462885,0.6686284257207074,0.33583289940304684,0.46141190279532285,0.5169662991624997,0.6953025699048347,0.26579703136454863,0.691197696829417,0.3269463340450452,0.6029311562127437,0.444672697981367,0.5668720276290902,0.37288557290734886,0.5079553197383564,0.47930949246568505,0.8084809357655452,0.5842101000719473,0.3135845926982939,0.3092504062852797,0.42519766806168957,0.4451919678375497,0.266254856289212,0.4121575817682853,0.6566891834786873,0.6002178776977283,0.5737639177319324,0.4954426298060626
6.0,1.0,6.0,0,0.8639575792058285,0.747387757967946,0.5450182463268182,0.30650044433411666,0.47741883164005255,0.6467311329460785,0.16853250516117152,0.0,0.28741038066298136,0.6626900284883745,0.9096403435901901,0.20825678078195986,0.20903968330037387,0.8584942329550583,0.5054509030147422,0.35851770915739645,0.36946911249378445,0.5376928687563183,0.7119744186200755,0.26387643796682647,0.21678380509668663,0.5190788252161798,0.6109095793829218,0.7461299984244378,0.3620264718660519,0.550777176419594,0.3679070901316334,0.4060321546141545,0.37040407446503776,0.3762447327693068,0.5593080799094567,0.8127003579049238,0.3036880438695017,0.36073753102642486,0.7117329115835623,0.8844104480248025,0.7821160602284479,0.6747022416181351,0.7041361079226225,0.3169038367355431,0.5146792549693127,0.4208912183682989,0.42512711586667096,0.5309756277496374,0.843467191599131,0.24130855717767702,0.20195424719840846,0.5643339713371108,0.7385181310347553,0.6056822843464452,0.5726719885450302,0.687775499653522,0.19367053449752358,0.48728768395600575,0.4844992128800835,0.5300805633203743,0.42300048216959113,0.7415259507299141,0.09043777707347572,0.35973902227921734,0.4929392599475563,0.8082407664437213,0.6441633067172806,0.5907468648759298,0.8734711438712126,0.1664504556342517,0.42197217732672715,0.4623885782767738,0.5860208100444348,0.4241024732114612,0.7011556618012044,0.26425467661303303,0.4841551601344558,0.558130007201052,0.7220372106120502,0.6056765616714638,0.6226926917790132,0.7327951081461208,0.16885878837172852,0.5021076745112787,0.5206188809955173,0.5124306040616606,0.23811281453119498,0.7818542989004353,0.17588308310125722,0.3792311642275296,0.43968210923078627,0.6791909390464365,0.4315372587178184,0.4465097499887807,0.698015182247661,0.17880178852277212,0.4074006955724521,0.4215164862974915,0.5619306286323321,0.3419047923909019,0.605066836120956,0.14760492797109284,0.246861686114404,0.4396535988629586,0.8718117164950234,0.5170485684693539,0.5948393970380215,0.7359855397934679,0.12785476615370983,0.3927105937610781,0.4969029576061894,0.643216708633354,0.2248018473051311,0.748735308506284,0.16770907020284945,0.41832193159711234,0.4336995947603889,0.7000603541261349,0.5675762937987324,0.6228829757118457,0.6419289572840892,0.10855927208627146,0.44834454977243987,0.5307326019478117,0.6410165223863654,0.17797773221725957,0.7028453477142402,0.2171621621452911,0.517197567110591,0.4576397403300844,0.7238817100273532,0.4693352865953491,0.4946825094971308
7.0,1.0,7.0,1,0.8216414545726521,0.7230493663088395,0.6423489377983427,0.5625995783146193,0.3254580344912028,0.4093887581326263,0.23130057519938427,0.46931739265118017,0.2627577104835953,0.4147801600406224,0.5339018076697357,0.6964419617846007,0.42324049000890274,0.798314362107215,0.5212479076026909,0.5346465156086913,0.5280161000272494,0.22759817613500777,0.6234762236718895,0.15427036383966758,0.34588383922842225,0.31715585205067126,0.5406414331753646,0.5005620081920779,0.46081212505674185,0.5900715772119285,0.13780015612773688,0.45753321066569397,0.5700022609542937,0.6548864738064991,0.28901159865601983,0.6565385127725424,0.3149230893314931,0.627115397498026,0.4738579574684887,0.8008526155461702,0.4702388405247196,0.715826881867543,0.5237553902115063,0.13081419350167955,0.4727609991905926,0.5368065487168707,0.6243156493791853,0.26011025548908157,0.6980380798410805,0.17964434170855212,0.43146445435803416,0.492097260934087,0.7962513585604726,0.42039852479731094,0.6393513182453788,0.6033580078241257,0.10239212135377405,0.4420455205146816,0.49664436982649524,0.5807180350453963,0.26280301772534437,0.6375032110470406,0.1781901675813418,0.5643736210809859,0.4142680630405165,0.7284619280346769,0.48276664495755395,0.7172985388585723,0.7343071720086938,0.16383579235424733,0.4036511881338987,0.466426416961162,0.5950700754786877,0.46887404857758785,0.7066968699805765,0.19653093754744785,0.5142469619161546,0.5947692464568718,0.4922365936911913,0.32579919483847797,0.5271114450645125,0.7969243682491803,0.10663926932351445,0.41929536194971245,0.5350553257058496,0.6315108440416085,0.23512633650300652,0.7292206071630412,0.1426924863633525,0.4829863219939808,0.40304855877993745,0.6556895371210768,0.4373995195389335,0.6564339181085506,0.6668532247477208,0.14639041010571102,0.4357332783042023,0.44023638397727827,0.5728954645135395,0.24272752196891836,0.5603905342270483,0.24382271407174186,0.3713699280722944,0.3519405290165096,0.6775531812202574,0.33770699138076016,0.717875049290672,0.8257942559149198,0.1506811727410003,0.44634757995003904,0.5571536172227572,0.6343564990777677,0.12331530481834554,0.6549210173404622,0.12153204235896028,0.34742773223240914,0.2814413515742534,0.3705449826216657,0.21504151314774073,0.5364766944404171,0.6047222683233219,0.10299706964321638,0.3867048092037832,0.5023562614151375,0.5860304282400366,0.058283105267741046,0.6198390152032984,0.1110567053765613,0.3480564768842847,0.28427798847158614,0.5666091242810475,0.3565147409344862,0.46268513042063003
8.0,1.0,8.0,1,0.8258406606384225,0.8141844863166586,0.7938987264320028,0.6648811541775244,0.44683399883341357,0.7205174784819314,0.2691100177466516,0.47339036171306714,0.39223129112199623,0.6770187944420439,0.686536128894481,0.5133868729488461,0.4698043926867465,0.8098653381630505,0.5606608922562952,0.626199223726053,0.6077035708982511,0.25633667384741593,0.6827831395661228,0.21969987765080184,0.3870698131882688,0.322538286069852,0.6192772135682242,0.6975448403317034,0.7613607769968203,0.8587119426343366,0.15634684159358248,0.4833460454149538,0.560867004473793,0.5866381299558082,0.2805360031584299,0.691622418600633,0.26123839066123233,0.5840212445716648,0.575470248233127,0.8147901003592033,0.4793356239265003,0.8676832645002198,0.7951783065458721,0.12870410285911546,0.4793227834820314,0.5161117322526276,0.6066557622675217,0.22419404629205686,0.5863934629554155,0.18914381160147895,0.40270122637460176,0.34768160786260544,0.640558172034404,0.42037170080355774,0.6676904543381278,0.7545398726523327,0.10528980661756077,0.4690047118718863,0.5224765262785904,0.6073549377841873,0.29260488993950506,0.6669778392275065,0.18054431154317882,0.5514920729860225,0.41921100894077556,0.7684783673612963,0.4972330045160629,0.5565923719028181,0.6515962129884665,0.15105016434364996,0.4986745571300378,0.5369991752312886,0.5949350958186767,0.301015784510604,0.6037802821299673,0.2010912930924203,0.5491743218419459,0.5042159087433868,0.4891742256960501,0.3377800208698236,0.4192071928984071,0.6997574794662026,0.13887152367857608,0.5043939961587832,0.5627431679985165,0.6106215935109734,0.21295410362602724,0.7663830264726005,0.2194891391915049,0.5993391177667869,0.3968542043557535,0.5614753215228694,0.5235791807848549,0.6590257746348965,0.6454309786128165,0.1585238029927318,0.43940997655975234,0.5093615722014883,0.6874216165172106,0.28088249977688573,0.630635269619523,0.27122472009791154,0.44391498325209106,0.41169186513715184,0.9019766318440193,0.535561114125851,0.6245326326091964,0.6295282508336201,0.1680355576700971,0.44404682587363375,0.5405305492487179,0.5452338853274521,0.06890683261308207,0.6689152894018885,0.24960590865899054,0.4897044992698725,0.43606160640586916,0.5251315868000036,0.4019521440879604,0.6728337208446763,0.8010657940231132,0.1284658596990158,0.43999647254503826,0.5357120713682171,0.6546365744268252,0.1586834711838639,0.6081752764146248,0.11611019361272588,0.4049981900532839,0.3728783534545504,0.5930385550237768,0.41684125855025106,0.49845020636931336
9.0,1.0,9.0,1,0.8188790389568651,0.7412963090186782,0.6477025629568331,0.5543367378972289,0.3923597116201138,0.5501831102508488,0.25132054703368584,0.4373761776869469,0.4429428286288445,0.6678652603369488,0.412296280429749,0.37981989170030617,0.3350983765063544,0.8058240101628996,0.4849073605500732,0.47442861841706596,0.42854707186119184,0.155511289834739,0.5837773305834392,0.07213090618253859,0.2794397282991152,0.3001316648277343,0.4855010876750343,0.5354332834463712,0.43507091231615097,0.4863454219392834,0.14387344284964143,0.4911672998313456,0.5919221489202579,0.6219841125861385,0.2623402782473293,0.7646253258371306,0.38584687816951735,0.6213596353139231,0.4382757025618402,0.7348515357212635,0.3769032559088906,0.6115891016993327,0.3610287630075719,0.15696700537913236,0.5307738254109059,0.5414773101793412,0.5922929745352862,0.22507861570068835,0.6612309301144802,0.24460723379026184,0.587597923659764,0.5214125778181959,0.7201707575318734,0.47908239092930743,0.5600518850421067,0.526051028171453,0.12900479131014692,0.49505203547507537,0.5524563620413134,0.5964237358720995,0.23629720414647162,0.6210563904340384,0.14114651730815786,0.505358544399402,0.31716441565790443,0.61304583225045,0.4219963780759535,0.5488126385307399,0.6750802153498482,0.1514876691735607,0.44543720617478993,0.4996675876250793,0.5746028549341919,0.29302368956085995,0.6180600235616874,0.20696257377971694,0.505092822701422,0.5170746670765188,0.6164079930735571,0.4205398933211039,0.49918739757392583,0.6353008870380606,0.13076554491676667,0.4606822990245865,0.539525554854793,0.6298904462491448,0.24131173047668839,0.734215834231613,0.20181719421617822,0.6170815716955467,0.4680758452951199,0.6042191518806499,0.45696983271975944,0.6799886781136747,0.7237424073617142,0.1147767669209896,0.40177284806441144,0.4674142428649477,0.644670800900499,0.247132178856831,0.5837689986377114,0.20569911435736662,0.3205514042254513,0.2416386815247651,0.7288481745830792,0.41840764791759366,0.546430863944686,0.5082995761323564,0.09855516421806765,0.4032583090487283,0.5454217028191717,0.6673536045273418,0.14620887933430105,0.7164894316009004,0.14615253034804615,0.34807074443886543,0.3511666233951123,0.6853989163583719,0.45449959055156186,0.5659386125338098,0.46432600080715375,0.1358454600423619,0.47713285541449896,0.5423177933168514,0.6370260505022917,0.16994302427660452,0.6827289435061569,0.19736938563249193,0.49699706156387435,0.40006334773295327,0.6366894632312851,0.49306803087284795,0.4619261460978334
10.0,1.0,10.0,0,0.8227742090827148,0.7297830581516536,0.5875303773120593,0.49000289075806847,0.3973314036865626,0.5699661360609023,0.23962966980939604,0.5071829703463873,0.3829134591999189,0.43617322162143335,0.5270151247398834,0.5336393950179041,0.46336316704202035,0.7977337211797594,0.5061235989722256,0.5504893185275844,0.5467612730158985,0.17167946715591584,0.5736155704878986,0.17449260436135103,0.49733386434332794,0.345255610640091,0.49232383327144064,0.48019864137409685,0.49500356049547534,0.6464526642191002,0.2140217187095012,0.39649231190840317,0.46123901318213484,0.54494674038267,0.5081635478562461,0.630286655951811,0.15728768757777967,0.460932510669942,0.6126801266091415,0.5771263384040548,0.2107647289819292,0.6853634987830453,0.6701147090540561,0.11990867015728565,0.4565175181841735,0.49643673230712154,0.6017432394165697,0.23115497076581512,0.5534868722506323,0.1414696792562068,0.48459692616592953,0.44971564569206507,0.6088461296375824,0.3463710930505638,0.6170936562617625,0.5084102434063789,0.14541641372658,0.5110167934805759,0.5728767541999804,0.5900906755142922,0.22300577902591387,0.6128152956593759,0.12060239928402793,0.4572184285474496,0.2584115383979824,0.541514210109115,0.37533785565026595,0.47887121831676904,0.6622149851911098,0.12595994618227968,0.41450863268902594,0.5210237081022182,0.6302450606945155,0.3280613210005077,0.6715074305096778,0.17641094131079724,0.5386618968037378,0.45730269827934833,0.43059512943594314,0.2877977353588421,0.4953573935990658,0.6947234360895541,0.13169710722323605,0.464998985629599,0.5528280913072892,0.597851852751859,0.16687273141240716,0.7330966743191204,0.21664670459052887,0.5443613220029349,0.39004386723343554,0.6174843409012695,0.4655296498413174,0.6801520730932439,0.6195775945742611,0.1532138685458846,0.4271134706255599,0.4199897337586695,0.6028810631144854,0.38545319144118784,0.608124044399357,0.21867746084706582,0.3917794000474484,0.48303304312742534,0.7523528367138534,0.4148108958872015,0.6138882217108689,0.5741903093541746,0.15818845526331674,0.3755389480114023,0.4802282057511433,0.5923213881342515,0.3282043681112557,0.7121346733429493,0.051501387136511305,0.259436647253597,0.40251799653806486,0.36593012207270226,0.20619691668391876,0.4995948317241287,0.6210327275128757,0.19634446111809115,0.3971523527346023,0.43292021778933926,0.5627280624338667,0.42415431731634434,0.6688840333793188,0.12361272528229686,0.3471876959699619,0.5759544691479794,0.5850344010696578,0.3383933601727223,0.4528385058676471
